_MEMBER_Sulf1,_LogP_Sulf1,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-4.603909505681457,GO:0050778,M1,1,0,GO Biological Processes,19,positive regulation of immune response,19_GO:0002376 immune system process,-4.603909505681457,9.923328964613367,7.017913175718622,30286,654,28,6,21.428571428571427,7.754430690597277,710|721|2634|3554|55601|84166,SERPING1|C4B|GBP2|IL1R1|DDX60|NLRC5,-0.27653013438860796,0,1,1,1,-4.603909505681457,16.224642857142854,
1,-3.233743039234086,GO:0031349,M1,1,0,GO Biological Processes,19,positive regulation of defense response,19_GO:0048518 positive regulation of biological process,-3.233743039234086,10.25253893026405,5.8225852181310875,30286,422,28,4,14.285714285714286,6.613000712661083,2634|9180|55601|84166,GBP2|OSMR|DDX60|NLRC5,-0.006329540527349279,0,1,0,0,-4.603909505681457,16.224642857142854,
1,-3.1851973290079254,GO:0045087,M1,1,0,GO Biological Processes,19,innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.1851973290079254,6.978341013824886,5.128758713708641,30286,775,28,5,17.857142857142858,7.237888244444443,710|721|2634|55601|84166,SERPING1|C4B|GBP2|DDX60|NLRC5,-0.006329540527349279,0,1,0,0,-4.603909505681457,16.224642857142854,
1,-3.165885792518343,GO:0045088,M1,1,0,GO Biological Processes,19,regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-3.165885792518343,9.833116883116885,5.677667344401869,30286,440,28,4,14.285714285714286,6.613000712661083,710|2634|55601|84166,SERPING1|GBP2|DDX60|NLRC5,-0.006329540527349279,0,1,0,0,-4.603909505681457,16.224642857142854,
1,-3.0846991333252483,M5913,M1,1,0,Hallmark Gene Sets,23,HALLMARK INTERFERON GAMMA RESPONSE,,-3.0846991333252483,16.224642857142854,6.571319470296453,30286,200,28,3,10.714285714285714,5.845122059892653,710|55601|84166,SERPING1|DDX60|NLRC5,-0.006329540527349279,0,1,0,0,-4.603909505681457,16.224642857142854,
1,-2.884550937249453,GO:0002831,M1,1,0,GO Biological Processes,19,regulation of response to biotic stimulus,19_GO:0050896 response to stimulus,-2.884550937249453,8.25681570338059,5.097454717130455,30286,524,28,4,14.285714285714286,6.613000712661083,710|2634|55601|84166,SERPING1|GBP2|DDX60|NLRC5,0.0,0,1,0,0,-4.603909505681457,16.224642857142854,
1,-2.77588379332032,GO:0032103,M1,1,0,GO Biological Processes,19,positive regulation of response to external stimulus,19_GO:0048518 positive regulation of biological process,-2.77588379332032,7.712248535777949,4.8815891296461285,30286,561,28,4,14.285714285714286,6.613000712661083,2634|9180|55601|84166,GBP2|OSMR|DDX60|NLRC5,0.0,0,1,0,0,-4.603909505681457,16.224642857142854,
1,-2.7016398140630553,GO:0051607,M1,1,0,GO Biological Processes,19,defense response to virus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.7016398140630553,11.929884453781511,5.5082136751855835,30286,272,28,3,10.714285714285714,5.845122059892653,2634|55601|84166,GBP2|DDX60|NLRC5,0.0,0,1,0,0,-4.603909505681457,16.224642857142854,
1,-2.6614833152040163,GO:0045089,M1,1,0,GO Biological Processes,19,positive regulation of innate immune response,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.6614833152040163,11.547788510421961,5.4036903331034605,30286,281,28,3,10.714285714285714,5.845122059892653,2634|55601|84166,GBP2|DDX60|NLRC5,0.0,0,1,0,0,-4.603909505681457,16.224642857142854,
1,-2.552752562253223,GO:0002833,M1,1,0,GO Biological Processes,19,positive regulation of response to biotic stimulus,19_GO:0048518 positive regulation of biological process,-2.552752562253223,10.569799906933456,5.126679517400075,30286,307,28,3,10.714285714285714,5.845122059892653,2634|55601|84166,GBP2|DDX60|NLRC5,0.0,0,1,0,0,-4.603909505681457,16.224642857142854,
1,-2.296697462381046,GO:0009615,M1,1,0,GO Biological Processes,19,response to virus,19_GO:0044419 biological process involved in interspecies interaction between organisms,-2.296697462381046,8.561816811157179,4.506423751024779,30286,379,28,3,10.714285714285714,5.845122059892653,2634|55601|84166,GBP2|DDX60|NLRC5,0.0,0,1,0,0,-4.603909505681457,16.224642857142854,
1,-2.2777827360188256,GO:0002253,M1,1,0,GO Biological Processes,19,activation of immune response,19_GO:0002376 immune system process,-2.2777827360188256,8.42838589981447,4.462257833623397,30286,385,28,3,10.714285714285714,5.845122059892653,710|721|2634,SERPING1|C4B|GBP2,0.0,0,1,0,0,-4.603909505681457,16.224642857142854,
1,-2.2777827360188256,GO:0002697,M1,1,0,GO Biological Processes,19,regulation of immune effector process,19_GO:0002376 immune system process,-2.2777827360188256,8.42838589981447,4.462257833623397,30286,385,28,3,10.714285714285714,5.845122059892653,710|3554|55601,SERPING1|IL1R1|DDX60,0.0,0,1,0,0,-4.603909505681457,16.224642857142854,
1,-4.147482376772362,M5897,M1,1,0,Hallmark Gene Sets,23,HALLMARK IL6 JAK STAT3 SIGNALING,,-4.147482376772362,37.29802955665024,10.313809144669799,30286,87,28,3,10.714285714285714,5.845122059892653,960|3554|9180,CD44|IL1R1|OSMR,-0.1648748993250402,0,2,1,1,-4.147482376772362,37.29802955665024,
1,-3.281464305980929,GO:0071345,M1,1,0,GO Biological Processes,19,cellular response to cytokine stimulus,19_GO:0050896 response to stimulus,-3.281464305980929,7.328203639179249,5.2944064302386975,30286,738,28,5,17.857142857142858,7.237888244444443,960|1809|2634|3554|9180,CD44|DPYSL3|GBP2|IL1R1|OSMR,-0.006329540527349279,0,2,0,0,-4.147482376772362,37.29802955665024,
1,-3.1575597741528956,R-HSA-1280215,M1,1,0,Reactome Gene Sets,6,Cytokine Signaling in Immune system,,-3.1575597741528956,6.880679752817158,5.081600157591832,30286,786,28,5,17.857142857142858,7.237888244444443,960|2634|3554|9180|84166,CD44|GBP2|IL1R1|OSMR|NLRC5,-0.006329540527349279,0,2,0,0,-4.147482376772362,37.29802955665024,
1,-2.770235797326707,GO:0006954,M1,1,0,GO Biological Processes,19,inflammatory response,19_GO:0050896 response to stimulus,-2.770235797326707,7.684851560517637,4.870486457594269,30286,563,28,4,14.285714285714286,6.613000712661083,721|960|1903|3554,C4B|CD44|S1PR3|IL1R1,0.0,0,2,0,0,-4.147482376772362,37.29802955665024,
1,-2.27466146125956,GO:0019221,M1,1,0,GO Biological Processes,19,cytokine-mediated signaling pathway,19_GO:0050896 response to stimulus,-2.27466146125956,8.406550703182827,4.454990208133779,30286,386,28,3,10.714285714285714,5.845122059892653,960|3554|9180,CD44|IL1R1|OSMR,0.0,0,2,0,0,-4.147482376772362,37.29802955665024,
1,-2.032448346830327,R-HSA-449147,M1,1,0,Reactome Gene Sets,6,Signaling by Interleukins,,-2.032448346830327,6.860314104500151,3.9077009451847906,30286,473,28,3,10.714285714285714,5.845122059892653,3554|9180|84166,IL1R1|OSMR|NLRC5,0.0,0,2,0,0,-4.147482376772362,37.29802955665024,
1,-4.015133015898227,R-HSA-76002,M1,1,0,Reactome Gene Sets,6,"Platelet activation, signaling and aggregation",,-4.015133015898227,16.45084193373167,7.655537287230756,30286,263,28,4,14.285714285714286,6.613000712661083,710|2788|5216|9630,SERPING1|GNG7|PFN1|GNA14,-0.1648748993250402,0,3,1,1,-4.015133015898227,16.45084193373167,
1,-3.621805604843227,R-HSA-109582,M1,1,0,Reactome Gene Sets,6,Hemostasis,,-3.621805604843227,8.69487827285255,5.898679306525527,30286,622,28,5,17.857142857142858,7.237888244444443,710|960|2788|5216|9630,SERPING1|CD44|GNG7|PFN1|GNA14,-0.006329540527349279,0,3,0,0,-4.015133015898227,16.45084193373167,
1,-3.5061693947443087,GO:0120035,M1,1,0,GO Biological Processes,19,regulation of plasma membrane bounded cell projection organization,19_GO:0050789 regulation of biological process,-3.5061693947443087,8.20669846087145,5.689942987692799,30286,659,28,5,17.857142857142858,7.237888244444443,960|1809|2670|5216|10512,CD44|DPYSL3|GFAP|PFN1|SEMA3C,-0.006329540527349279,0,4,1,1,-3.5061693947443087,22.225538160469664,
1,-3.482677805923037,GO:0010977,M1,1,0,GO Biological Processes,19,negative regulation of neuron projection development,19_GO:0032502 developmental process,-3.482677805923037,22.225538160469664,7.820530419289842,30286,146,28,3,10.714285714285714,5.845122059892653,1809|2670|10512,DPYSL3|GFAP|SEMA3C,-0.006329540527349279,0,4,0,0,-3.5061693947443087,22.225538160469664,
1,-3.4553990552727134,GO:0031344,M1,1,0,GO Biological Processes,19,regulation of cell projection organization,19_GO:0050789 regulation of biological process,-3.4553990552727134,8.000316990701608,5.599439363296556,30286,676,28,5,17.857142857142858,7.237888244444443,960|1809|2670|5216|10512,CD44|DPYSL3|GFAP|PFN1|SEMA3C,-0.006329540527349279,0,4,0,0,-3.5061693947443087,22.225538160469664,
1,-3.2948827353074233,GO:0051129,M1,1,0,GO Biological Processes,19,negative regulation of cellular component organization,19_GO:0048519 negative regulation of biological process,-3.2948827353074233,7.378191385694797,5.317670731894188,30286,733,28,5,17.857142857142858,7.237888244444443,1809|2670|5216|10512|23671,DPYSL3|GFAP|PFN1|SEMA3C|TMEFF2,-0.006329540527349279,0,4,0,0,-3.5061693947443087,22.225538160469664,
1,-3.0784364067168926,GO:0031345,M1,1,0,GO Biological Processes,19,negative regulation of cell projection organization,19_GO:0048519 negative regulation of biological process,-3.0784364067168926,16.143923240938165,6.552908681761861,30286,201,28,3,10.714285714285714,5.845122059892653,1809|2670|10512,DPYSL3|GFAP|SEMA3C,-0.006329540527349279,0,4,0,0,-3.5061693947443087,22.225538160469664,
1,-2.142658962921357,GO:0040013,M1,1,0,GO Biological Processes,19,negative regulation of locomotion,19_GO:0040011 locomotion,-2.142658962921357,7.528836592641697,4.152776819691416,30286,431,28,3,10.714285714285714,5.845122059892653,1809|10512|23671,DPYSL3|SEMA3C|TMEFF2,0.0,0,4,0,0,-3.5061693947443087,22.225538160469664,
1,-2.0653674946867757,GO:0010975,M1,1,0,GO Biological Processes,19,regulation of neuron projection development,19_GO:0032502 developmental process,-2.0653674946867757,7.054192546583851,3.980249839899837,30286,460,28,3,10.714285714285714,5.845122059892653,1809|2670|10512,DPYSL3|GFAP|SEMA3C,0.0,0,4,0,0,-3.5061693947443087,22.225538160469664,
1,-3.2183978551104206,GO:0009611,M1,1,0,GO Biological Processes,19,response to wounding,19_GO:0050896 response to stimulus,-3.2183978551104206,10.156270959087863,5.789635591229069,30286,426,28,4,14.285714285714286,6.613000712661083,710|960|1809|23671,SERPING1|CD44|DPYSL3|TMEFF2,-0.006329540527349279,0,5,1,1,-3.2183978551104206,16.224642857142854,
1,-3.0846991333252483,M5930,M1,1,0,Hallmark Gene Sets,23,HALLMARK EPITHELIAL MESENCHYMAL TRANSITION,,-3.0846991333252483,16.224642857142854,6.571319470296453,30286,200,28,3,10.714285714285714,5.845122059892653,960|1809|8038,CD44|DPYSL3|ADAM12,-0.006329540527349279,0,5,0,0,-3.2183978551104206,16.224642857142854,
1,-2.509682517476953,GO:0042060,M1,1,0,GO Biological Processes,19,wound healing,19_GO:0050896 response to stimulus,-2.509682517476953,10.204177897574123,5.0192910491749405,30286,318,28,3,10.714285714285714,5.845122059892653,710|960|23671,SERPING1|CD44|TMEFF2,0.0,0,5,0,0,-3.2183978551104206,16.224642857142854,
1,-3.100958115282367,GO:0002009,M1,1,0,GO Biological Processes,19,morphogenesis of an epithelium,19_GO:0032502 developmental process,-3.100958115282367,9.44666250779788,5.540876995816891,30286,458,28,4,14.285714285714286,6.613000712661083,960|5216|10512|23671,CD44|PFN1|SEMA3C|TMEFF2,-0.006329540527349279,0,6,1,1,-3.100958115282367,13.137362637362637,
1,-2.821046914680319,hsa05131,M1,1,0,KEGG Pathway,24,Shigellosis,,-2.821046914680319,13.137362637362637,5.826433103895697,30286,247,28,3,10.714285714285714,5.845122059892653,960|3554|5216,CD44|IL1R1|PFN1,0.0,0,6,0,0,-3.100958115282367,13.137362637362637,
1,-2.745090288510501,GO:0048729,M1,1,0,GO Biological Processes,19,tissue morphogenesis,19_GO:0032502 developmental process,-2.745090288510501,7.563936063936065,4.821192723707773,30286,572,28,4,14.285714285714286,6.613000712661083,960|5216|10512|23671,CD44|PFN1|SEMA3C|TMEFF2,0.0,0,6,0,0,-3.100958115282367,13.137362637362637,
1,-2.325688112734994,GO:0032535,M1,1,0,GO Biological Processes,19,regulation of cellular component size,19_GO:0065007 biological regulation,-2.325688112734994,8.77007722007722,4.574536846523071,30286,370,28,3,10.714285714285714,5.845122059892653,5216|6344|10512,PFN1|SCTR|SEMA3C,0.0,0,6,0,0,-3.100958115282367,13.137362637362637,
1,-2.8989978312574487,GO:0007188,M1,1,0,GO Biological Processes,19,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,19_GO:0050896 response to stimulus,-2.8989978312574487,13.986761083743842,6.0404097199305955,30286,232,28,3,10.714285714285714,5.845122059892653,1903|6344|9630,S1PR3|SCTR|GNA14,0.0,0,7,1,1,-2.8989978312574487,13.986761083743842,
1,-2.5829402937038135,R-HSA-388396,M1,1,0,Reactome Gene Sets,6,GPCR downstream signalling,,-2.5829402937038135,6.824245155475441,4.5084782173566635,30286,634,28,4,14.285714285714286,6.613000712661083,1903|2788|6344|9630,S1PR3|GNG7|SCTR|GNA14,0.0,0,7,0,0,-2.8989978312574487,13.986761083743842,
1,-2.509682517476953,R-HSA-418594,M1,1,0,Reactome Gene Sets,6,G alpha (i) signalling events,,-2.509682517476953,10.204177897574123,5.0192910491749405,30286,318,28,3,10.714285714285714,5.845122059892653,1903|2788|9630,S1PR3|GNG7|GNA14,0.0,0,7,0,0,-2.8989978312574487,13.986761083743842,
1,-2.4089213619464545,R-HSA-372790,M1,1,0,Reactome Gene Sets,6,Signaling by GPCR,,-2.4089213619464545,6.102357445093695,4.182053960046622,30286,709,28,4,14.285714285714286,6.613000712661083,1903|2788|6344|9630,S1PR3|GNG7|SCTR|GNA14,0.0,0,7,0,0,-2.8989978312574487,13.986761083743842,
1,-2.0449896546943043,R-HSA-500792,M1,1,0,Reactome Gene Sets,6,GPCR ligand binding,,-2.0449896546943043,6.9336080586080575,3.935276232169621,30286,468,28,3,10.714285714285714,5.845122059892653,1903|2788|6344,S1PR3|GNG7|SCTR,0.0,0,7,0,0,-2.8989978312574487,13.986761083743842,
1,-2.8671962220299103,M3468,M1,1,0,Canonical Pathways,11,NABA ECM REGULATORS,,-2.8671962220299103,13.634153661464584,5.952501907972613,30286,238,28,3,10.714285714285714,5.845122059892653,710|8038|57188,SERPING1|ADAM12|ADAMTSL3,0.0,0,8,1,1,-2.8671962220299103,13.634153661464584,
1,-2.3202994647173885,M5885,M1,1,0,Canonical Pathways,11,NABA MATRISOME ASSOCIATED,,-2.3202994647173885,5.761080464143048,4.019108194695865,30286,751,28,4,14.285714285714286,6.613000712661083,710|8038|10512|57188,SERPING1|ADAM12|SEMA3C|ADAMTSL3,0.0,0,8,0,0,-2.8671962220299103,13.634153661464584,
1,-2.083522072501166,GO:0032102,M1,1,0,GO Biological Processes,19,negative regulation of response to external stimulus,19_GO:0048519 negative regulation of biological process,-2.083522072501166,7.163197729422894,4.0204941400326675,30286,453,28,3,10.714285714285714,5.845122059892653,710|10512|84166,SERPING1|SEMA3C|NLRC5,0.0,0,8,0,0,-2.8671962220299103,13.634153661464584,
1,-2.2378786328255837,GO:0015711,M1,1,0,GO Biological Processes,19,organic anion transport,19_GO:0051179 localization,-2.2378786328255837,8.153086862885857,4.369777287645806,30286,398,28,3,10.714285714285714,5.845122059892653,2670|29015|60386,GFAP|SLC43A3|SLC25A19,0.0,0,9,1,1,-2.2378786328255837,8.153086862885857,
1,-2.1791845677125306,GO:0043254,M1,1,0,GO Biological Processes,19,regulation of protein-containing complex assembly,19_GO:0050789 regulation of biological process,-2.1791845677125306,7.762987012987012,4.235418394243945,30286,418,28,3,10.714285714285714,5.845122059892653,2634|2670|5216,GBP2|GFAP|PFN1,0.0,0,10,1,1,-2.1791845677125306,7.762987012987012,
